nkill,nwound,nperps,cluster
0.7071067811865475,0.0,0.7071067811865475,2
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.0,0.7071067811865475,0.7071067811865475,3
0.4472135954999579,0.0,0.8944271909999159,0
0.0,0.0,1.0,0
0.0,0.8944271909999159,0.4472135954999579,1
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.4472135954999579,0.0,0.8944271909999159,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.0,0.31622776601683794,0.9486832980505138,0
0.5773502691896258,0.5773502691896258,0.5773502691896258,3
0.0,0.0,1.0,0
0.19611613513818404,0.0,0.9805806756909202,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.24253562503633297,0.0,0.9701425001453319,0
0.0,0.31622776601683794,0.9486832980505138,0
0.0,0.12403473458920847,0.9922778767136677,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.0,0.1643989873053573,0.9863939238321437,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.0,0.4472135954999579,0.8944271909999159,3
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.24253562503633297,0.0,0.9701425001453319,0
0.0,0.8944271909999159,0.4472135954999579,1
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.5773502691896258,0.5773502691896258,0.5773502691896258,3
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.5547001962252291,0.0,0.8320502943378437,0
0.0,0.19611613513818404,0.9805806756909202,0
0.242535625036333,0.0,0.970142500145332,0
0.0,0.0,1.0,0
0.12403473458920847,0.0,0.9922778767136677,0
0.0,0.5547001962252291,0.8320502943378437,3
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.1643989873053573,0.0,0.9863939238321437,0
0.7071067811865475,0.0,0.7071067811865475,2
0.0,0.0,1.0,0
0.0,0.6,0.8,3
0.24253562503633297,0.0,0.9701425001453319,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.24253562503633297,0.0,0.9701425001453319,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.0,0.0,0.0,2
0.0,0.0,1.0,0
0.4472135954999579,0.0,0.8944271909999159,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.24253562503633297,0.0,0.9701425001453319,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.5547001962252291,0.0,0.8320502943378437,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.0,0.24253562503633297,0.9701425001453319,0
0.24253562503633297,0.0,0.9701425001453319,0
0.2873478855663454,0.0,0.9578262852211513,0
0.0,0.0,1.0,0
0.5298129428260175,0.6622661785325219,0.5298129428260175,3
0.0,0.0,1.0,0
0.3389222761354476,0.9385539954520089,0.06517736079527839,1
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.23570226039551587,0.23570226039551587,0.9428090415820635,0
0.0,0.4472135954999579,0.8944271909999159,3
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.3713906763541037,0.5570860145311556,0.7427813527082074,3
0.4472135954999579,0.0,0.8944271909999159,0
0.7071067811865475,0.0,0.7071067811865475,2
0.0,0.0,1.0,0
0.7071067811865475,0.0,0.7071067811865475,2
0.24253562503633297,0.0,0.9701425001453319,0
0.31622776601683794,0.0,0.9486832980505138,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.6666666666666666,0.6666666666666666,0.3333333333333333,1
0.37099111660813466,0.9274777915203366,0.04637388957601683,1
0.0,0.0,1.0,0
0.6931032800836721,0.19802950859533489,0.6931032800836721,3
0.0,0.0,1.0,0
0.7071067811865475,0.0,0.7071067811865475,2
0.8944271909999159,0.0,0.4472135954999579,2
0.7071067811865475,0.0,0.7071067811865475,2
0.0,0.0,1.0,0
0.009999000149975004,0.009999000149975004,0.9999000149975004,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.4472135954999579,0.0,0.8944271909999159,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.24253562503633297,0.0,0.9701425001453319,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.7071067811865475,0.0,0.7071067811865475,2
0.0,0.0,1.0,0
0.0,0.7071067811865475,0.7071067811865475,3
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.5547001962252291,0.0,0.8320502943378437,0
0.23570226039551587,0.23570226039551587,0.9428090415820635,0
0.0,0.0,1.0,0
0.4472135954999579,0.0,0.8944271909999159,0
0.4472135954999579,0.0,0.8944271909999159,0
0.0,0.0,1.0,0
0.7071067811865475,0.0,0.7071067811865475,2
0.0,0.0,1.0,0
0.0,0.4472135954999579,0.8944271909999159,3
0.0,0.0,1.0,0
0.13018891098082389,0.9113223768657671,0.39056673294247163,3
0.09047643667091095,0.9952408033800203,0.036190574668364374,1
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.24253562503633297,0.0,0.9701425001453319,0
0.0,0.03331483023263848,0.9994449069791543,0
0.7071067811865475,0.0,0.7071067811865475,2
0.0,0.0,1.0,0
0.24253562503633297,0.0,0.9701425001453319,0
0.0,0.0,1.0,0
0.8944271909999159,0.0,0.4472135954999579,2
0.30151134457776363,0.30151134457776363,0.9045340337332909,0
0.0,0.7071067811865475,0.7071067811865475,3
0.7071067811865475,0.0,0.7071067811865475,2
0.7071067811865475,0.0,0.7071067811865475,2
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.4472135954999579,0.0,0.8944271909999159,0
0.11026356928399425,0.9923721235559483,0.055131784641997125,1
0.0,0.0,1.0,0
0.31622776601683794,0.0,0.9486832980505138,0
0.4472135954999579,0.0,0.8944271909999159,0
0.0,0.31622776601683794,0.9486832980505138,0
0.5126145946300565,0.8543576577167609,0.0854357657716761,1
0.5144957554275265,0.0,0.8574929257125441,0
0.0,0.7071067811865475,0.7071067811865475,3
0.4472135954999579,0.0,0.8944271909999159,0
0.7071067811865475,0.0,0.7071067811865475,2
0.7071067811865475,0.0,0.7071067811865475,2
0.0,0.7071067811865475,0.7071067811865475,3
0.24253562503633297,0.0,0.9701425001453319,0
0.0,0.0,1.0,0
0.033199879816652594,0.08299969954163149,0.9959963944995779,0
0.4472135954999579,0.0,0.8944271909999159,0
0.4472135954999579,0.0,0.8944271909999159,0
0.4472135954999579,0.0,0.8944271909999159,0
0.0,0.4472135954999579,0.8944271909999159,3
0.4472135954999579,0.0,0.8944271909999159,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.8944271909999159,0.0,0.4472135954999579,2
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.4472135954999579,0.0,0.8944271909999159,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.0,0.8944271909999159,0.4472135954999579,1
0.0,0.0,1.0,0
0.7071067811865475,0.0,0.7071067811865475,2
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.4472135954999579,0.0,0.8944271909999159,0
0.0,0.0,1.0,0
0.0,0.24253562503633297,0.9701425001453319,0
0.0,0.09950371902099892,0.9950371902099892,0
0.0,0.0,1.0,0
0.33606279207439993,0.9409758178083197,0.04032753504892799,1
0.0,0.0,1.0,0
0.31622776601683794,0.0,0.9486832980505138,0
0.4472135954999579,0.0,0.8944271909999159,0
0.8682431421244593,0.0,0.49613893835683387,2
0.0,0.0,1.0,0
0.0,0.31622776601683794,0.9486832980505138,0
0.0,0.4472135954999579,0.8944271909999159,3
0.0,0.0,1.0,0
0.24130659297998588,0.9652263719199435,0.10054441374166079,1
0.08301367993687282,0.9961641592424739,0.027671226645624276,1
0.7071067811865475,0.0,0.7071067811865475,2
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.4472135954999579,0.0,0.8944271909999159,0
0.1688968589698727,0.9852316773242574,0.028149476494978783,1
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.4472135954999579,0.0,0.8944271909999159,0
0.06651901052377393,0.0,0.9977851578566089,0
0.0,0.24253562503633297,0.9701425001453319,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.7071067811865475,0.0,0.7071067811865475,2
0.0,0.31622776601683794,0.9486832980505138,0
0.7683498199278324,0.5488212999484517,0.329292779969071,1
0.2182178902359924,0.4364357804719848,0.8728715609439696,0
0.4082482904638631,0.4082482904638631,0.8164965809277261,3
0.2672612419124244,0.5345224838248488,0.8017837257372732,3
0.03700532452412642,0.9991437621514133,0.01850266226206321,1
0.0,0.8944271909999159,0.4472135954999579,1
0.31622776601683794,0.0,0.9486832980505138,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.4472135954999579,0.0,0.8944271909999159,0
0.0,0.0,1.0,0
0.1991169934799916,0.8628403050799636,0.4646063181199804,3
0.31622776601683794,0.0,0.9486832980505138,0
0.0,0.0,1.0,0
0.4472135954999579,0.0,0.8944271909999159,0
0.4472135954999579,0.0,0.8944271909999159,0
0.0,0.0,0.0,2
0.19611613513818404,0.0,0.9805806756909202,0
0.0,0.0,0.0,2
0.0,0.0,0.0,2
0.4472135954999579,0.0,0.8944271909999159,0
0.31622776601683794,0.0,0.9486832980505138,0
0.31622776601683794,0.0,0.9486832980505138,0
0.4472135954999579,0.0,0.8944271909999159,0
0.0,0.0,1.0,0
0.7071067811865475,0.0,0.7071067811865475,2
0.31622776601683794,0.0,0.9486832980505138,0
0.31622776601683794,0.0,0.9486832980505138,0
0.0,0.5144957554275265,0.8574929257125441,3
0.31622776601683794,0.0,0.9486832980505138,0
0.0,0.0,0.0,2
0.0,0.0,0.0,2
0.0,0.6,0.8,3
0.31622776601683794,0.0,0.9486832980505138,0
0.0,0.0,1.0,0
0.19611613513818404,0.0,0.9805806756909202,0
0.4472135954999579,0.0,0.8944271909999159,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.7071067811865475,0.0,0.7071067811865475,2
0.0,0.7071067811865475,0.7071067811865475,3
0.4472135954999579,0.0,0.8944271909999159,0
0.4472135954999579,0.0,0.8944271909999159,0
0.0,0.0,1.0,0
0.20180183819889375,0.9417419115948374,0.269069117598525,1
0.0,0.31622776601683794,0.9486832980505138,0
0.20180183819889375,0.9417419115948374,0.269069117598525,1
0.31622776601683794,0.0,0.9486832980505138,0
0.31622776601683794,0.0,0.9486832980505138,0
0.31622776601683794,0.0,0.9486832980505138,0
0.5547001962252291,0.0,0.8320502943378437,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.5144957554275265,0.0,0.8574929257125441,0
0.0,0.0,1.0,0
0.8320502943378437,0.0,0.5547001962252291,2
0.23284515771189984,0.8537655782769661,0.4656903154237997,3
0.8944271909999159,0.0,0.4472135954999579,2
0.0,0.0,1.0,0
0.4472135954999579,0.0,0.8944271909999159,0
0.31622776601683794,0.0,0.9486832980505138,0
0.13216372009101796,0.0,0.9912279006826347,0
0.4472135954999579,0.0,0.8944271909999159,0
0.24253562503633297,0.0,0.9701425001453319,0
0.7071067811865475,0.0,0.7071067811865475,2
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.24253562503633297,0.0,0.9701425001453319,0
0.31622776601683794,0.0,0.9486832980505138,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.039968038348871575,0.0,0.9992009587217894,0
0.31622776601683794,0.0,0.9486832980505138,0
0.4512365874254051,0.8677626681257792,0.208263040350187,1
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.7071067811865475,0.0,0.7071067811865475,2
0.7071067811865476,0.0,0.7071067811865476,2
0.7071067811865475,0.0,0.7071067811865475,2
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.0,0.7071067811865475,0.7071067811865475,3
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.2275520495954297,0.9670962107805762,0.11377602479771486,1
0.5144957554275265,0.0,0.8574929257125441,0
0.0,0.0,1.0,0
0.4472135954999579,0.0,0.8944271909999159,0
0.0,0.0,1.0,0
0.1690308509457033,0.50709255283711,0.8451542547285166,3
0.1690308509457033,0.50709255283711,0.8451542547285166,3
0.4472135954999579,0.0,0.8944271909999159,0
0.0,0.0,1.0,0
0.14451832825402,0.9827246321273361,0.115614662603216,1
0.6246950475544243,0.0,0.7808688094430304,0
0.8,0.0,0.6,2
0.4472135954999579,0.0,0.8944271909999159,0
0.2672612419124244,0.5345224838248488,0.8017837257372732,3
0.0,0.0,1.0,0
0.0,0.31622776601683794,0.9486832980505138,0
0.0,0.8944271909999159,0.4472135954999579,1
0.4472135954999579,0.0,0.8944271909999159,0
0.0,0.4472135954999579,0.8944271909999159,3
0.7071067811865475,0.0,0.7071067811865475,2
0.31622776601683794,0.0,0.9486832980505138,0
0.0,0.0,1.0,0
0.8148217143826667,0.45267873021259264,0.3621429841700741,2
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.19611613513818404,0.0,0.9805806756909202,0
0.0,0.0,1.0,0
0.4082482904638631,0.4082482904638631,0.8164965809277261,3
0.30151134457776363,0.30151134457776363,0.9045340337332909,0
0.7071067811865475,0.0,0.7071067811865475,2
0.0,0.19611613513818404,0.9805806756909202,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.5547001962252291,0.0,0.8320502943378437,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.5547001962252291,0.0,0.8320502943378437,0
0.0,0.5547001962252291,0.8320502943378437,3
0.30151134457776363,0.30151134457776363,0.9045340337332909,0
0.7071067811865475,0.0,0.7071067811865475,2
0.7071067811865475,0.0,0.7071067811865475,2
0.24253562503633297,0.0,0.9701425001453319,0
0.8320502943378437,0.0,0.5547001962252291,2
0.0,0.0,1.0,0
0.4472135954999579,0.0,0.8944271909999159,0
0.4472135954999579,0.0,0.8944271909999159,0
0.31622776601683794,0.0,0.9486832980505138,0
0.0,0.5547001962252291,0.8320502943378437,3
0.0,0.4472135954999579,0.8944271909999159,3
0.19611613513818404,0.0,0.9805806756909202,0
0.7071067811865475,0.0,0.7071067811865475,2
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.0,0.7071067811865475,0.7071067811865475,3
0.0,0.0,1.0,0
0.0,0.4472135954999579,0.8944271909999159,3
0.5547001962252291,0.0,0.8320502943378437,0
0.7071067811865475,0.0,0.7071067811865475,2
0.0,0.4472135954999579,0.8944271909999159,3
0.0,0.0,1.0,0
0.0,0.7071067811865475,0.7071067811865475,3
0.0,0.31622776601683794,0.9486832980505138,0
0.0,0.4472135954999579,0.8944271909999159,3
0.0,0.31622776601683794,0.9486832980505138,0
0.0,0.4472135954999579,0.8944271909999159,3
0.0,0.4472135954999579,0.8944271909999159,3
0.0,0.4472135954999579,0.8944271909999159,3
0.0,0.4472135954999579,0.8944271909999159,3
0.0,0.31622776601683794,0.9486832980505138,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.31622776601683794,0.0,0.9486832980505138,0
0.0,0.0,1.0,0
0.31622776601683794,0.0,0.9486832980505138,0
0.0,0.0,1.0,0
0.06651901052377393,0.0,0.9977851578566089,0
0.4472135954999579,0.0,0.8944271909999159,0
0.0,0.0,1.0,0
0.3713906763541037,0.0,0.9284766908852594,0
0.0,0.4472135954999579,0.8944271909999159,3
0.4082482904638631,0.4082482904638631,0.8164965809277261,3
0.019960119601394977,0.9980059800697488,0.059880358804184936,1
0.049875466805381644,0.049875466805381644,0.9975093361076328,0
0.4472135954999579,0.0,0.8944271909999159,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.31622776601683794,0.0,0.9486832980505138,0
0.0,0.4472135954999579,0.8944271909999159,3
0.7071067811865475,0.0,0.7071067811865475,2
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.4082482904638631,0.8164965809277261,0.4082482904638631,3
0.0,0.0,1.0,0
0.4472135954999579,0.0,0.8944271909999159,0
0.0,0.0,1.0,0
0.0,0.4472135954999579,0.8944271909999159,3
0.0,0.0,1.0,0
0.3233808333817773,0.8892972917998876,0.3233808333817773,1
0.4244650464914205,0.3918138890690035,0.816278935560424,3
0.4472135954999579,0.0,0.8944271909999159,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.0,0.24253562503633297,0.9701425001453319,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.31622776601683794,0.0,0.9486832980505138,0
0.4472135954999579,0.0,0.8944271909999159,0
0.0,0.31622776601683794,0.9486832980505138,0
0.31622776601683794,0.0,0.9486832980505138,0
0.0,0.31622776601683794,0.9486832980505138,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.4472135954999579,0.0,0.8944271909999159,0
0.0,0.0,1.0,0
0.4472135954999579,0.0,0.8944271909999159,0
0.0,0.0,1.0,0
0.0,0.7071067811865475,0.7071067811865475,3
0.0,0.24253562503633297,0.9701425001453319,0
0.0,0.0,1.0,0
0.31622776601683794,0.0,0.9486832980505138,0
0.0,0.0,1.0,0
0.0,0.24253562503633297,0.9701425001453319,0
0.0,0.242535625036333,0.970142500145332,0
0.7071067811865476,0.0,0.7071067811865476,2
0.0,0.09950371902099892,0.9950371902099892,0
0.0,0.7071067811865475,0.7071067811865475,3
0.0,0.0,1.0,0
0.4472135954999579,0.0,0.8944271909999159,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.4472135954999579,0.0,0.8944271909999159,0
0.0,0.4472135954999579,0.8944271909999159,3
0.0,0.0,1.0,0
0.5144957554275265,0.0,0.8574929257125441,0
0.0,0.7071067811865475,0.7071067811865475,3
0.0,0.0,1.0,0
0.0,0.31622776601683794,0.9486832980505138,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.0,0.4472135954999579,0.8944271909999159,3
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.8320502943378437,0.0,0.5547001962252291,2
0.0,0.0,1.0,0
0.0,0.31622776601683794,0.9486832980505138,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.0,0.09950371902099892,0.9950371902099892,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.12309149097933272,0.12309149097933272,0.9847319278346618,0
0.0,0.0,1.0,0
0.0,0.31622776601683794,0.9486832980505138,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.0,0.4472135954999579,0.8944271909999159,3
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.0,0.7071067811865475,0.7071067811865475,3
0.0,0.0,1.0,0
0.0,0.4472135954999579,0.8944271909999159,3
0.0,0.0,1.0,0
0.31622776601683794,0.0,0.9486832980505138,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.0,0.4472135954999579,0.8944271909999159,3
0.5773502691896258,0.5773502691896258,0.5773502691896258,3
0.0,0.8944271909999159,0.4472135954999579,1
0.30151134457776363,0.30151134457776363,0.9045340337332909,0
0.4472135954999579,0.0,0.8944271909999159,0
0.31622776601683794,0.0,0.9486832980505138,0
0.0,0.0,1.0,0
0.47985117128814797,0.8683021194737915,0.12567530676594352,1
0.0873704056661038,0.9610744623271417,0.26211121699831136,1
0.4472135954999579,0.0,0.8944271909999159,0
0.014282799726001058,0.014282799726001058,0.9997959808200741,0
0.0,0.0,1.0,0
0.31622776601683794,0.0,0.9486832980505138,0
0.0,0.4472135954999579,0.8944271909999159,3
0.0,0.4472135954999579,0.8944271909999159,3
0.1643989873053573,0.0,0.9863939238321437,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.0,0.4472135954999579,0.8944271909999159,3
0.0,0.19611613513818404,0.9805806756909202,0
0.4472135954999579,0.0,0.8944271909999159,0
0.31622776601683794,0.0,0.9486832980505138,0
0.0,0.0,1.0,0
0.0,0.7071067811865475,0.7071067811865475,3
0.0,0.4472135954999579,0.8944271909999159,3
0.31622776601683794,0.0,0.9486832980505138,0
0.0,0.0,1.0,0
0.12403473458920847,0.0,0.9922778767136677,0
0.0,0.0,1.0,0
0.7071067811865475,0.0,0.7071067811865475,2
0.0,0.6,0.8,3
0.0,0.31622776601683794,0.9486832980505138,0
0.0,0.31622776601683794,0.9486832980505138,0
0.0,0.0,1.0,0
0.0,0.8944271909999159,0.4472135954999579,1
0.0,0.0,1.0,0
0.4472135954999579,0.0,0.8944271909999159,0
0.0,0.24253562503633297,0.9701425001453319,0
0.0,0.4472135954999579,0.8944271909999159,3
0.0,0.4472135954999579,0.8944271909999159,3
0.0,0.0,1.0,0
0.0,0.24253562503633297,0.9701425001453319,0
0.0,0.4472135954999579,0.8944271909999159,3
0.0,0.0,1.0,0
0.0,0.31622776601683794,0.9486832980505138,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.0,0.24253562503633297,0.9701425001453319,0
0.0,0.24253562503633297,0.9701425001453319,0
0.0,0.31622776601683794,0.9486832980505138,0
0.0,0.4472135954999579,0.8944271909999159,3
0.07974522228289,0.0,0.996815278536125,0
0.0,0.0,1.0,0
0.7624928516630234,0.457495710997814,0.457495710997814,2
0.0,0.7071067811865475,0.7071067811865475,3
0.12403473458920847,0.0,0.9922778767136677,0
0.0,0.0,1.0,0
0.30151134457776363,0.30151134457776363,0.9045340337332909,0
0.7071067811865476,0.0,0.7071067811865476,2
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.31622776601683794,0.0,0.9486832980505138,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.31622776601683794,0.0,0.9486832980505138,0
0.4472135954999579,0.0,0.8944271909999159,0
0.5144957554275265,0.0,0.8574929257125441,0
0.0,0.0,1.0,0
0.4472135954999579,0.0,0.8944271909999159,0
0.4472135954999579,0.0,0.8944271909999159,0
0.0,0.4472135954999579,0.8944271909999159,3
0.0,0.4472135954999579,0.8944271909999159,3
0.0,0.4472135954999579,0.8944271909999159,3
0.4472135954999579,0.0,0.8944271909999159,0
0.24253562503633297,0.0,0.9701425001453319,0
0.7071067811865475,0.0,0.7071067811865475,2
0.7071067811865475,0.0,0.7071067811865475,2
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.7071067811865475,0.0,0.7071067811865475,2
0.0,0.0,1.0,0
0.5773502691896258,0.5773502691896258,0.5773502691896258,3
0.48507125007266594,0.7276068751089989,0.48507125007266594,3
0.2822162605150792,0.9407208683835973,0.18814417367671946,1
0.3333333333333333,0.6666666666666666,0.6666666666666666,3
0.7071067811865475,0.0,0.7071067811865475,2
0.0,0.0,1.0,0
0.19389168358237033,0.3102266937317925,0.9306800811953776,0
0.9138115486202573,0.0,0.40613846605344767,2
0.0,0.0,1.0,0
0.4472135954999579,0.0,0.8944271909999159,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.0,0.0,1.0,0
0.19900743804199783,0.8955334711889903,0.39801487608399566,3
0.2857142857142857,0.42857142857142855,0.8571428571428571,0
0.09759000729485331,0.19518001458970663,0.9759000729485332,0
0.4472135954999579,0.0,0.8944271909999159,0
0.4472135954999579,0.0,0.8944271909999159,0
0.4472135954999579,0.0,0.8944271909999159,0
0.4472135954999579,0.0,0.8944271909999159,0
0.19611613513818404,0.0,0.9805806756909202,0
0.0,0.0,1.0,0
